id,boolkingid,timestamp,lat,lon,location
61426,a1c1c7c75f38fedb31d75618e579e1833715cab6c60aeee16040804396334228,01-08-19 13:25,13.72525,100.546649,5335.286661
61458,263017b69c98a8f3d9526d07d1fc9d620ea316ebde26c463359f3316c84edc7f,01-08-19 15:55,13.727218,100.541918,5891.659459
61459,263017b69c98a8f3d9526d07d1fc9d620ea316ebde26c463359f3316c84edc7f,01-08-19 15:55,13.727258,100.54182,5903.144907
61460,263017b69c98a8f3d9526d07d1fc9d620ea316ebde26c463359f3316c84edc7f,01-08-19 15:55,13.727315,100.541686,5918.948941
61461,263017b69c98a8f3d9526d07d1fc9d620ea316ebde26c463359f3316c84edc7f,01-08-19 15:56,13.727349,100.541606,5928.383426
61493,03e5e34a64bbbadb9e637df231ca876a80d6aee6d40567822ba1aa2158cb924c,01-08-19 19:00,13.72937,100.536788,6495.414495
61504,0a359014f103f037baab6686c84a6495b844b83e4442074666c87102d968e47b,01-08-19 17:44,13.725366,100.54634,5371.101748
61535,859235e76fc6cf2d3da93b54a8746273e91832f6cd3bbb810ff0c6e177ea00e6,01-08-19 17:24,13.723853,100.550007,4940.583028
61599,02a398da1f136f9d9f1d9391f2827ba8a13b3d6aa980f76f2fac0fc7799cddd6,01-08-19 7:45,13.723286,100.551363,4781.071441
61616,8f787f8783ed9f810c7f8b1f4641076c7f1e10a993346358bf6e97e752bdaee1,01-08-19 18:02,13.723748,100.55026,4910.856583
61628,e925b827d1463f31113e31dda565b6e2ae2d4834d7609d526d07812548437d86,01-08-19 7:34,13.723624,100.550554,4876.225234
61638,e925b827d1463f31113e31dda565b6e2ae2d4834d7609d526d07812548437d86,01-08-19 7:36,13.724861,100.54758,5225.783095
61660,8fe908401107b6a77156b9b16e6b305f23fc8ccb2d82910bc0c555c9b7173b89,01-08-19 15:11,13.723641,100.550515,4880.842934
61661,8fe908401107b6a77156b9b16e6b305f23fc8ccb2d82910bc0c555c9b7173b89,01-08-19 15:12,13.72384,100.550038,4936.934814
61662,8fe908401107b6a77156b9b16e6b305f23fc8ccb2d82910bc0c555c9b7173b89,01-08-19 15:13,13.723958,100.549753,4970.409658
61666,8fe908401107b6a77156b9b16e6b305f23fc8ccb2d82910bc0c555c9b7173b89,01-08-19 15:14,13.724241,100.549065,5051.139744
61692,8d9383d970597f3ed7690cd12477f4484cdb1cfe34a1885fb7a1677295aa6ba7,01-08-19 12:46,13.722902,100.552283,4672.879422
61716,8d9383d970597f3ed7690cd12477f4484cdb1cfe34a1885fb7a1677295aa6ba7,01-08-19 12:52,13.729241,100.537094,6459.373947
61777,37e30488c23b98afb09ad33aae9e62e26e16ce8bfc5a1e7eabbb560e7218f6f2,01-08-19 12:46,13.723383,100.551131,4808.36754
61779,37e30488c23b98afb09ad33aae9e62e26e16ce8bfc5a1e7eabbb560e7218f6f2,01-08-19 12:46,13.723472,100.550918,4833.415601
61783,37e30488c23b98afb09ad33aae9e62e26e16ce8bfc5a1e7eabbb560e7218f6f2,01-08-19 12:47,13.723841,100.550034,4937.376521
61787,37e30488c23b98afb09ad33aae9e62e26e16ce8bfc5a1e7eabbb560e7218f6f2,01-08-19 12:49,13.725125,100.546947,5300.215013
61967,e63c123977e15cfce8a8b1e77ac474db816ce7eb092aa1aced0d16f73e1fad6f,01-08-19 11:26,13.728364,100.539193,6212.49459
61971,47b5f28ea71234a3bc6f8e27042f1eb4f2a3eb67613582bf5f76db2ec1f4664b,02-08-19 1:31,13.723909,100.549871,4956.543707
61972,47b5f28ea71234a3bc6f8e27042f1eb4f2a3eb67613582bf5f76db2ec1f4664b,02-08-19 1:31,13.723917,100.54985,4958.980442
62008,695ef78deb867fda070d9db8ae0d291f8f9ac55874d91318b31d49dbe67306af,01-08-19 15:30,13.725287,100.546561,5345.65771
62010,695ef78deb867fda070d9db8ae0d291f8f9ac55874d91318b31d49dbe67306af,01-08-19 15:32,13.725404,100.546234,5383.312628
62032,7ff67596a7a8f84f11f651ac88d9c3c15bd6d1ed8f624d311f9de4f81a90389e,01-08-19 11:58,13.725116,100.546968,5297.735237
62037,7ff67596a7a8f84f11f651ac88d9c3c15bd6d1ed8f624d311f9de4f81a90389e,01-08-19 12:00,13.725739,100.545413,5479.580833
62046,5fa27790651a191b342938e4227db20fab5c7c9a79a888ef5bbb413ff97bdc60,01-08-19 12:31,13.724549,100.54833,5137.628104
62058,e74089bbe0cc4aee3ab9fc1b501922aeae4f431c12fad17b6caf55f98826a110,01-08-19 12:12,13.723049,100.551929,4714.476356
62107,8e6431058612bbf75a463d8cd7e89b1c856a4ae29663b0f1f3789d77d071dd7c,01-08-19 18:21,13.723944,100.549785,4966.6188
62160,7fda52519cd91b90250bf8cea460b7d92883cd14a2ccd635ac793663d4dd749c,01-08-19 12:01,13.725397,100.546254,5381.01511
62166,8888add05770e3800138020a20f0d3a0ed195712a571ab3f477916d36399df75,01-08-19 18:35,13.724679,100.548016,5174.508716
62172,8888add05770e3800138020a20f0d3a0ed195712a571ab3f477916d36399df75,01-08-19 18:37,13.725334,100.546429,5360.845755
